Modelos,Escala dos Dados,Variáveis Utilizadas,Número de Iterações,Acurácia Média,Recall Médio,Precisão Média
CatBoostClassifier,RobustScaler,3,800,0.7616797312430013,0.801418439716312,0.7428957608286734
CatBoostClassifier,QuantileTransformer,6,800,0.7616573348264277,0.8057624113475177,0.7403090979101761
CatBoostClassifier,MinMaxScaler,3,800,0.7595744680851064,0.801418439716312,0.7404663822976
CatBoostClassifier,Original,3,800,0.7595744680851064,0.801418439716312,0.7404663822976
CatBoostClassifier,StandardScaler,3,800,0.7595744680851064,0.801418439716312,0.7404663822976
CatBoostClassifier,MaxAbsScaler,3,800,0.7595744680851064,0.801418439716312,0.7404663822976
CatBoostClassifier,QuantileTransformer,3,800,0.7595744680851064,0.801418439716312,0.7404663822976
CatBoostClassifier,QuantileTransformer,3,200,0.7595520716685329,0.8056737588652483,0.7385387804876451
CatBoostClassifier,RobustScaler,3,200,0.7595520716685329,0.8056737588652483,0.7379477508554533
CatBoostClassifier,QuantileTransformer,4,800,0.7595072788353863,0.797340425531915,0.7412085561497326
CatBoostClassifier,MinMaxScaler,3,500,0.7574692049272118,0.7971631205673759,0.7390348207079442
CatBoostClassifier,MaxAbsScaler,3,500,0.7574692049272118,0.7971631205673759,0.7390348207079442
CatBoostClassifier,Original,3,500,0.7574692049272118,0.7971631205673759,0.7390348207079442
CatBoostClassifier,RobustScaler,3,500,0.7574692049272118,0.7971631205673759,0.7390348207079442
CatBoostClassifier,StandardScaler,3,200,0.7574468085106383,0.8056737588652483,0.7355183723243799
CatBoostClassifier,MaxAbsScaler,3,200,0.7574468085106383,0.8056737588652483,0.7355183723243799
CatBoostClassifier,MinMaxScaler,3,200,0.7574468085106383,0.8056737588652483,0.7355183723243799
CatBoostClassifier,Original,3,200,0.7574468085106383,0.8056737588652483,0.7355183723243799
CatBoostClassifier,QuantileTransformer,4,200,0.7574020156774915,0.7929964539007093,0.7397028629633672
CatBoostClassifier,StandardScaler,3,500,0.755363941769317,0.7929964539007093,0.7380996950504339
CatBoostClassifier,QuantileTransformer,3,500,0.755363941769317,0.7929964539007093,0.7380996950504339
CatBoostClassifier,QuantileTransformer,4,500,0.7552519596864501,0.7973404255319149,0.735516248457425
CatBoostClassifier,StandardScaler,10,200,0.7531690929451288,0.7930851063829787,0.7342225569473071
CatBoostClassifier,QuantileTransformer,10,200,0.7531690929451288,0.7930851063829787,0.7342225569473071
CatBoostClassifier,MaxAbsScaler,10,200,0.7531690929451288,0.7930851063829787,0.7342225569473071
CatBoostClassifier,RobustScaler,10,200,0.7531690929451288,0.7930851063829787,0.7342225569473071
CatBoostClassifier,Original,10,200,0.7531690929451288,0.7930851063829787,0.7342225569473071
CatBoostClassifier,MinMaxScaler,10,200,0.7531690929451288,0.7930851063829787,0.7342225569473071
CatBoostClassifier,RobustScaler,7,500,0.7510862262038073,0.7930851063829787,0.7321765783467912
CatBoostClassifier,MaxAbsScaler,7,500,0.7510862262038073,0.7930851063829787,0.7321765783467912
CatBoostClassifier,Original,7,500,0.7510862262038073,0.7930851063829787,0.7321765783467912
CatBoostClassifier,MinMaxScaler,7,500,0.7510862262038073,0.7930851063829787,0.7321765783467912
CatBoostClassifier,StandardScaler,7,500,0.7510862262038073,0.7930851063829787,0.7321765783467912
CatBoostClassifier,QuantileTransformer,7,500,0.7510862262038073,0.7930851063829787,0.7321765783467912
CatBoostClassifier,QuantileTransformer,9,200,0.7510638297872341,0.7930851063829787,0.7309488550665021
CatBoostClassifier,Original,8,500,0.7490033594624861,0.7806737588652481,0.7338104352852253
CatBoostClassifier,RobustScaler,8,500,0.7490033594624861,0.7806737588652481,0.7338104352852253
CatBoostClassifier,MaxAbsScaler,8,500,0.7490033594624861,0.7806737588652481,0.7338104352852253
CatBoostClassifier,StandardScaler,8,500,0.7490033594624861,0.7806737588652481,0.7338104352852253
CatBoostClassifier,MinMaxScaler,8,500,0.7490033594624861,0.7806737588652481,0.7338104352852253
CatBoostClassifier,MaxAbsScaler,7,200,0.7489809630459128,0.7888297872340425,0.7319790226583847
CatBoostClassifier,StandardScaler,7,200,0.7489809630459128,0.7888297872340425,0.7319790226583847
CatBoostClassifier,Original,7,200,0.7489809630459128,0.7888297872340425,0.7319790226583847
CatBoostClassifier,MinMaxScaler,7,200,0.7489809630459128,0.7888297872340425,0.7319790226583847
CatBoostClassifier,RobustScaler,7,200,0.7489809630459128,0.7888297872340425,0.7319790226583847
CatBoostClassifier,QuantileTransformer,5,200,0.7489809630459126,0.8056737588652482,0.7235702515671305
CatBoostClassifier,QuantileTransformer,5,800,0.7489585666293394,0.788741134751773,0.7307338319943362
CatBoostClassifier,QuantileTransformer,9,800,0.7489585666293392,0.7804964539007092,0.7347553183196671
CatBoostClassifier,QuantileTransformer,6,200,0.7489585666293392,0.7972517730496453,0.726851257674787
CatBoostClassifier,QuantileTransformer,7,800,0.7489361702127659,0.7888297872340425,0.7310471429339354
CatBoostClassifier,StandardScaler,7,800,0.7489361702127659,0.7888297872340425,0.7310471429339354
CatBoostClassifier,MinMaxScaler,7,800,0.7489361702127659,0.7888297872340425,0.7310471429339354
CatBoostClassifier,RobustScaler,7,800,0.7489361702127659,0.7888297872340425,0.7310471429339354
CatBoostClassifier,QuantileTransformer,8,500,0.7489361702127659,0.7845744680851063,0.7327056357134049
CatBoostClassifier,Original,7,800,0.7489361702127659,0.7888297872340425,0.7310471429339354
CatBoostClassifier,MaxAbsScaler,7,800,0.7489361702127659,0.7888297872340425,0.7310471429339354
CatBoostClassifier,QuantileTransformer,8,800,0.7489361702127659,0.7804078014184397,0.7342896307047251
CatBoostClassifier,QuantileTransformer,7,200,0.7468756998880179,0.7888297872340425,0.7290378461877964
CatBoostClassifier,RobustScaler,9,200,0.7468533034714445,0.7845744680851064,0.729996710192421
CatBoostClassifier,MaxAbsScaler,9,200,0.7468533034714445,0.7845744680851064,0.729996710192421
CatBoostClassifier,QuantileTransformer,5,500,0.7468533034714445,0.7970744680851064,0.7243488910956637
CatBoostClassifier,MinMaxScaler,9,200,0.7468533034714445,0.7845744680851064,0.729996710192421
CatBoostClassifier,StandardScaler,9,200,0.7468533034714445,0.7845744680851064,0.729996710192421
CatBoostClassifier,Original,9,200,0.7468533034714445,0.7845744680851064,0.729996710192421
CatBoostClassifier,MaxAbsScaler,9,800,0.7447704367301231,0.7804964539007092,0.7283537414965986
CatBoostClassifier,Original,9,800,0.7447704367301231,0.7804964539007092,0.7283537414965986
CatBoostClassifier,RobustScaler,8,800,0.7447704367301231,0.7763297872340426,0.730054330224543
CatBoostClassifier,MinMaxScaler,9,800,0.7447704367301231,0.7804964539007092,0.7283537414965986
CatBoostClassifier,RobustScaler,9,800,0.7447704367301231,0.7804964539007092,0.7283537414965986
CatBoostClassifier,MaxAbsScaler,10,800,0.7447704367301231,0.7804964539007091,0.7287137710016308
CatBoostClassifier,MinMaxScaler,10,800,0.7447704367301231,0.7804964539007091,0.7287137710016308
CatBoostClassifier,RobustScaler,10,800,0.7447704367301231,0.7804964539007091,0.7287137710016308
CatBoostClassifier,QuantileTransformer,10,800,0.7447704367301231,0.7804964539007091,0.7287137710016308
CatBoostClassifier,Original,8,800,0.7447704367301231,0.7763297872340426,0.730054330224543
CatBoostClassifier,Original,10,800,0.7447704367301231,0.7804964539007091,0.7287137710016308
CatBoostClassifier,MaxAbsScaler,8,800,0.7447704367301231,0.7763297872340426,0.730054330224543
CatBoostClassifier,StandardScaler,10,800,0.7447704367301231,0.7804964539007091,0.7287137710016308
CatBoostClassifier,StandardScaler,9,800,0.7447704367301231,0.7804964539007092,0.7283537414965986
CatBoostClassifier,MinMaxScaler,8,800,0.7447704367301231,0.7763297872340426,0.730054330224543
CatBoostClassifier,StandardScaler,8,800,0.7447704367301231,0.7763297872340426,0.730054330224543
CatBoostClassifier,QuantileTransformer,6,500,0.7447480403135499,0.7930851063829787,0.7233061148987897
CatBoostClassifier,Original,10,500,0.7447480403135498,0.7718971631205673,0.7311939693418598
CatBoostClassifier,QuantileTransformer,10,500,0.7447480403135498,0.7718971631205673,0.7311939693418598
CatBoostClassifier,MaxAbsScaler,10,500,0.7447480403135498,0.7718971631205673,0.7311939693418598
CatBoostClassifier,RobustScaler,10,500,0.7447480403135498,0.7718971631205673,0.7311939693418598
CatBoostClassifier,MinMaxScaler,10,500,0.7447480403135498,0.7718971631205673,0.7311939693418598
CatBoostClassifier,StandardScaler,10,500,0.7447480403135498,0.7718971631205673,0.7311939693418598
CatBoostClassifier,RobustScaler,8,200,0.7447256438969765,0.7679078014184397,0.7340545073375262
CatBoostClassifier,MaxAbsScaler,8,200,0.7447256438969765,0.7679078014184397,0.7340545073375262
CatBoostClassifier,MinMaxScaler,8,200,0.7447256438969765,0.7679078014184397,0.7340545073375262
CatBoostClassifier,QuantileTransformer,9,500,0.7447256438969765,0.7804078014184397,0.7290080979981092
CatBoostClassifier,Original,8,200,0.7447256438969765,0.7679078014184397,0.7340545073375262
CatBoostClassifier,StandardScaler,8,200,0.7447256438969765,0.7679078014184397,0.7340545073375262
CatBoostClassifier,QuantileTransformer,8,200,0.7404927211646136,0.7845744680851063,0.7209109484314761
CatBoostClassifier,StandardScaler,9,500,0.738454647256439,0.7763297872340426,0.7226742707312759
CatBoostClassifier,Original,9,500,0.738454647256439,0.7763297872340426,0.7226742707312759
CatBoostClassifier,MinMaxScaler,9,500,0.738454647256439,0.7763297872340426,0.7226742707312759
CatBoostClassifier,RobustScaler,9,500,0.738454647256439,0.7763297872340426,0.7226742707312759
CatBoostClassifier,MaxAbsScaler,9,500,0.738454647256439,0.7763297872340426,0.7226742707312759
CatBoostClassifier,StandardScaler,6,200,0.7384098544232922,0.7720744680851064,0.7238205585264408
CatBoostClassifier,MinMaxScaler,6,200,0.7384098544232922,0.7720744680851064,0.7238205585264408
CatBoostClassifier,MaxAbsScaler,6,200,0.7384098544232922,0.7720744680851064,0.7238205585264408
CatBoostClassifier,RobustScaler,6,200,0.7384098544232922,0.7720744680851064,0.7238205585264408
CatBoostClassifier,Original,6,200,0.7384098544232922,0.7720744680851064,0.7238205585264408
CatBoostClassifier,RobustScaler,4,500,0.7341769316909295,0.8016843971631206,0.7064001515356735
CatBoostClassifier,RobustScaler,6,500,0.7320940649496082,0.7720744680851064,0.7158234612840607
CatBoostClassifier,StandardScaler,5,500,0.7320940649496082,0.7931737588652481,0.7071335125143176
CatBoostClassifier,StandardScaler,6,500,0.7320940649496082,0.7720744680851064,0.7158234612840607
CatBoostClassifier,StandardScaler,6,800,0.7320940649496082,0.7593971631205674,0.7206338636083364
CatBoostClassifier,MinMaxScaler,5,500,0.7320940649496082,0.7931737588652481,0.7071335125143176
CatBoostClassifier,MinMaxScaler,6,800,0.7320940649496082,0.7593971631205674,0.7206338636083364
CatBoostClassifier,MinMaxScaler,6,500,0.7320940649496082,0.7720744680851064,0.7158234612840607
CatBoostClassifier,Original,6,800,0.7320940649496082,0.7593971631205674,0.7206338636083364
CatBoostClassifier,RobustScaler,5,500,0.7320940649496082,0.7931737588652481,0.7071335125143176
CatBoostClassifier,RobustScaler,6,800,0.7320940649496082,0.7593971631205674,0.7206338636083364
CatBoostClassifier,Original,6,500,0.7320940649496082,0.7720744680851064,0.7158234612840607
CatBoostClassifier,MaxAbsScaler,6,500,0.7320940649496082,0.7720744680851064,0.7158234612840607
CatBoostClassifier,MaxAbsScaler,5,500,0.7320940649496082,0.7931737588652481,0.7071335125143176
CatBoostClassifier,Original,5,500,0.7320940649496082,0.7931737588652481,0.7071335125143176
CatBoostClassifier,MaxAbsScaler,6,800,0.7320940649496082,0.7593971631205674,0.7206338636083364
CatBoostClassifier,Original,4,500,0.7320716685330348,0.8059397163120566,0.7025793601984839
CatBoostClassifier,MaxAbsScaler,4,500,0.7320716685330348,0.8059397163120566,0.7025793601984839
CatBoostClassifier,StandardScaler,4,500,0.7320716685330348,0.8059397163120566,0.7025793601984839
CatBoostClassifier,MinMaxScaler,4,500,0.7320716685330348,0.8059397163120566,0.7025793601984839
CatBoostClassifier,MaxAbsScaler,4,800,0.7320492721164613,0.7975177304964539,0.7056752163855383
CatBoostClassifier,StandardScaler,4,800,0.7320492721164613,0.7975177304964539,0.7056752163855383
CatBoostClassifier,RobustScaler,4,800,0.7320492721164613,0.7975177304964539,0.7056752163855383
CatBoostClassifier,Original,4,800,0.7320492721164613,0.7975177304964539,0.7056752163855383
CatBoostClassifier,MinMaxScaler,4,800,0.7320492721164613,0.7975177304964539,0.7056752163855383
CatBoostClassifier,RobustScaler,5,200,0.72996640537514,0.801418439716312,0.7012494912494913
CatBoostClassifier,StandardScaler,5,200,0.7278611422172453,0.801418439716312,0.698899764473535
CatBoostClassifier,Original,5,200,0.7278611422172453,0.801418439716312,0.698899764473535
CatBoostClassifier,MinMaxScaler,5,200,0.7278611422172453,0.801418439716312,0.698899764473535
CatBoostClassifier,MaxAbsScaler,5,200,0.7278611422172453,0.801418439716312,0.698899764473535
CatBoostClassifier,StandardScaler,4,200,0.7257110862262037,0.7847517730496454,0.7015061409179056
CatBoostClassifier,Original,4,200,0.7257110862262037,0.7847517730496454,0.7015061409179056
CatBoostClassifier,MinMaxScaler,4,200,0.7257110862262037,0.7847517730496454,0.7015061409179056
CatBoostClassifier,RobustScaler,4,200,0.7257110862262037,0.7847517730496454,0.7015061409179056
CatBoostClassifier,MaxAbsScaler,4,200,0.7257110862262037,0.7847517730496454,0.7015061409179056
CatBoostClassifier,RobustScaler,5,800,0.7215677491601344,0.7805851063829786,0.6981916352747997
CatBoostClassifier,MinMaxScaler,5,800,0.7194624860022396,0.7805851063829786,0.6957953757774297
CatBoostClassifier,MaxAbsScaler,5,800,0.7194624860022396,0.7805851063829786,0.6957953757774297
CatBoostClassifier,StandardScaler,5,800,0.7194624860022396,0.7805851063829786,0.6957953757774297
CatBoostClassifier,Original,5,800,0.7194624860022396,0.7805851063829786,0.6957953757774297
CatBoostClassifier,Normalizer,10,500,0.6898544232922733,0.7170212765957447,0.6790347606170283
CatBoostClassifier,Normalizer,8,500,0.6856438969764838,0.7210106382978724,0.6753128311042778
CatBoostClassifier,Normalizer,10,800,0.6856215005599104,0.7170212765957447,0.6736459591816442
CatBoostClassifier,Normalizer,10,200,0.6793281075027996,0.7171099290780142,0.6670961055817125
CatBoostClassifier,Normalizer,8,800,0.6771780515117581,0.7209219858156029,0.6648521108521109
CatBoostClassifier,Normalizer,8,200,0.6750951847704367,0.7295212765957447,0.6607623251065874
CatBoostClassifier,Normalizer,9,500,0.6687569988801791,0.6958333333333333,0.660962894642952
CatBoostClassifier,Normalizer,9,800,0.6645464725643897,0.6832446808510638,0.6595641735383487
CatBoostClassifier,Normalizer,9,200,0.6624636058230683,0.6833333333333333,0.6570267545173205
CatBoostClassifier,Normalizer,7,200,0.6497872340425531,0.6622340425531915,0.64839363468256
CatBoostClassifier,Normalizer,7,500,0.6455991041433371,0.6663120567375886,0.6420430369781265
CatBoostClassifier,Normalizer,7,800,0.6328779395296753,0.6453014184397163,0.6316840209440234
CatBoostClassifier,Normalizer,4,500,0.6328331466965286,0.6203014184397163,0.6349644745529964
CatBoostClassifier,Normalizer,4,200,0.6307054871220605,0.6033687943262411,0.6361376587248171
CatBoostClassifier,Normalizer,6,200,0.6286898096304592,0.6414007092198581,0.6258616352201257
CatBoostClassifier,Normalizer,4,800,0.6286002239641657,0.6203014184397163,0.6296263116419891
CatBoostClassifier,Normalizer,6,500,0.6223740201567749,0.6330673758865248,0.6189497487172881
CatBoostClassifier,Normalizer,5,800,0.6223068309070549,0.637322695035461,0.6174421004631963
CatBoostClassifier,Normalizer,3,500,0.6223068309070549,0.5907801418439715,0.6305219780219781
CatBoostClassifier,Normalizer,5,200,0.6222844344904815,0.6330673758865248,0.6178319913258323
CatBoostClassifier,Normalizer,5,500,0.6202015677491601,0.6330673758865248,0.6170395114538006
CatBoostClassifier,Normalizer,3,800,0.6201791713325868,0.5991134751773048,0.6257137031180732
CatBoostClassifier,Normalizer,3,200,0.6181410974244121,0.6077127659574468,0.6238453691565193
CatBoostClassifier,Normalizer,6,800,0.6139081746920493,0.6287234042553191,0.6112245710957952
